,Unnamed: 0,id,index,song_gn_dtl_gnr_basket,issue_date,album_name,album_id,artist_id_basket,song_name,song_gn_gnr_basket,artist_name_basket,img_url
8364,6839,410515,410515,"['GN0508', 'GN0501', 'GN0601', 'GN0503', 'GN0605']",20040618,비선형 (Non-Linear) 1집,40690,[108912],Cold Blood,"['GN0500', 'GN0600']",['못 (Mot)'],None
8367,6609,253755,253755,"['GN0104', 'GN0101']",20041210,눈썹달,45034,[983],바람이 분다,['GN0100'],['이소라'],None
8373,14038,339077,339077,"['GN0104', 'GN0101']",20041210,눈썹달,45034,[983],시시콜콜한 이야기,['GN0100'],['이소라'],None
8375,6616,44156,44156,"['GN0401', 'GN0403']",20001017,Naturally,479,[1099],"아무말도, 아무것도...",['GN0400'],['박정현'],None
8378,6624,647593,647593,"['GN0501', 'GN0101', 'GN0506', 'GN0509']",20130222,단 한 번도 넌,2176158,[681456],단 한 번도 넌,"['GN0500', 'GN0100']",['스웨덴세탁소'],None
8379,6625,85795,85795,['GN0201'],20130303,SBS K팝 스타 시즌2 TOP 8,2176825,[718039],나혼자,['GN0200'],['이천원'],None
8380,6626,447548,447548,"['GN0401', 'GN0403']",20130306,뻔한 멜로디,2176909,[537920],뻔한 멜로디 (Feat. Crush),['GN0400'],['Zion.T'],None
8381,6627,59798,59798,"['GN0901', 'GN0902']",20130307,I Knew You Were Trouble (Feat. KRNFX) (Single),2177259,[636331],I Knew You Were Trouble (Feat. KRNFX),['GN0900'],['Walk Off The Earth'],None
8382,6628,367375,367375,"['GN0105', 'GN0101']",20130308,오랜만이다,2177534,"[150529, 278766]",오랜만이다,['GN0100'],"['임정희', '헤르쯔 아날로그 (Herz Analog)']",None
8383,6629,311406,311406,['GN0901'],20130311,Two Lanes Of Freedom,2177603,[30360],Highway Don&#39;t Care (Feat. Taylor Swift & Keith Urban),['GN0900'],['Tim McGraw'],None
8384,6630,405551,405551,"['GN0401', 'GN0403']",20130312,그니,2177807,[35989],그 뻔한 말,['GN0400'],['정인'],None
8386,6632,417833,417833,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20130318,성장통 (Growing Pains),2178439,[565573],성장통 (Growing Pains),"['GN0500', 'GN0600']",['차가운 체리'],None
8387,6633,667241,667241,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20130320,우아하게,2178615,[230402],우아하게,"['GN0500', 'GN0600']",['아마도이자람밴드'],None
8388,6637,435189,435189,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20130408,선명,2180636,[437760],더운 피,"['GN0500', 'GN0800']",['가을방학'],None
8389,6638,3865,3865,"['GN0303', 'GN0301']",20141028,Vintage Swings,2287796,[236970],"양아치 2014 (Feat. Black Nut, GIRIBOY)",['GN0300'],['스윙스'],None
8390,6639,183115,183115,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20131004,bright #1,2205829,[490940],살아있는 너의 밤,"['GN0500', 'GN0600']",['쏜애플 (THORNAPPLE)'],None
8392,6641,616826,616826,"['GN1304', 'GN1301', 'GN1302']",20101005,Doo-Wops & Hooligans,1167451,[495811],Talking To The Moon,['GN1300'],['Bruno Mars'],None
8393,6642,686876,686876,"['GN1402', 'GN1401']",20110322,I Hate You But I Love You,1232154,[422641],I Hate You But I Love You,['GN1400'],['Russian Red'],None
8394,6647,333428,333428,"['GN0105', 'GN1501', 'GN0101', 'GN1504']",20110408,신기생뎐 OST Part.3,1241152,[108951],사랑은 잔인하게 쓰여진다,"['GN1500', 'GN0100']",['럼블피쉬'],None
8395,6648,519403,519403,"['GN0105', 'GN0101']",20110413,별 짓 다해봤는데,1244754,[312266],별 짓 다해봤는데,['GN0100'],['알리 (ALi)'],None
8398,6653,578086,578086,['GN1801'],20091013,Movement On A Theme By Yiruma,689260,[8048],너의 마음속엔 강이 흐른다 (River Flows In You) (Vocal. Ruvin),['GN1800'],['이루마'],None
8400,6655,277571,277571,['GN0101'],20131203,[03],2217893,[420527],우울,['GN0100'],['어반자카파'],None
8401,13549,521739,521739,"['GN0105', 'GN0101']",20131203,[03],2217893,[420527],코끝에 겨울,['GN0100'],['어반자카파'],None
8402,6656,419409,419409,"['GN0105', 'GN0101']",20131210,비누,2220428,"[26, 643851]",비누,['GN0100'],"['이승환', 'Lim Kim']",None
8404,6658,53765,53765,"['GN2502', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20131213,Flower,2220370,[243232],카페인 (Piano Ver.) (Feat. 양요섭),"['GN2500', 'GN0100']",['용준형'],None
8408,6660,286018,286018,"['GN0505', 'GN0501', 'GN0304', 'GN0303', 'GN0301']",20131220,놈,2222586,[164737],놈 (Feat. 박재범),"['GN0500', 'GN0300']",['더블케이 (Double K)'],None
8409,6661,96729,96729,"['GN0401', 'GN2503', 'GN0403', 'GN2501', 'GN0402']",20140109,행복하지마,2225351,"[750053, 623851]",행복하지마,"['GN0400', 'GN2500']","['마마무 (Mamamoo)', '범키']",None
8410,6662,606673,606673,"['GN0601', 'GN0606']",20140115,I Am Rumble Fish,2226145,[108951],몹쓸 노래 (Feat. 칸토),['GN0600'],['럼블피쉬'],None
8411,6663,438433,438433,"['GN0601', 'GN0606']",20140121,마녀 마쉬,2227720,[627223],마녀 마쉬,['GN0600'],['퓨어킴'],None
8412,6664,644422,644422,"['GN0105', 'GN1501', 'GN1502']",20140122,남자가 사랑할 때 OST,2228131,[6225],언젠가 누군가,"['GN1500', 'GN0100']",['이기찬'],None
8413,6665,56325,56325,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20140205,마음거리,2230807,[105031],잊어야 한다는 게,"['GN0500', 'GN0600']",['참깨와 솜사탕'],None
8414,10335,93461,93461,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20140205,마음거리,2230807,[105031],마음을 베는 낫,"['GN0500', 'GN0600']",['참깨와 솜사탕'],None
8415,6666,276259,276259,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20140224,"스물세번째, 유재하 - 시작 (詩作)",2235097,"[714634, 758346]",Star Blossom,"['GN0500', 'GN0600']","['천서혜', '이예진']",None
8416,6667,635432,635432,"['GN0105', 'GN0101']",20140326,Fall To Fly 전,2241730,[26],내게만 일어나는 일 (Feat. MC 메타 Of 가리온),['GN0100'],['이승환'],None
8417,10179,336060,336060,"['GN0601', 'GN0606']",20140326,Fall To Fly 전,2241730,[26],너에게만 반응해 (Feat. 이소은),['GN0600'],['이승환'],None
8420,6670,403481,403481,"['GN0105', 'GN0101']",20140325,15집 `SERENDIPITY` 30주년 기념앨범,2244913,[966],그 중에 그대를 만나,['GN0100'],['이선희'],None
8421,6671,339098,339098,"['GN0105', 'GN0101']",20140404,강승원 1집 만들기 프로젝트 Part 1 : 술,2245436,[28772],술,['GN0100'],['존박'],None
8422,6672,391414,391414,"['GN0105', 'GN1501', 'GN0101', 'GN1504']",20140328,참 좋은 시절 OST Part.3,2246408,[43],슬픔도 지나고 나면,"['GN1500', 'GN0100']",['이문세'],None
8423,6673,586464,586464,"['GN0401', 'GN0403', 'GN0402']",20140402,가끔,2247858,[674710],가끔,['GN0400'],['Crush'],None
8425,6675,77951,77951,"['GN0105', 'GN0101']",20140516,꽃갈피,2256290,[261143],나의 옛날이야기,['GN0100'],['아이유'],None
8426,10186,407828,407828,"['GN0105', 'GN0101']",20140516,꽃갈피,2256290,[261143],너의 의미 (Feat. 김창완),['GN0100'],['아이유'],None
8428,6676,455986,455986,['GN0101'],20140529,EMOTION,2258502,[570731],내가 할 수 없는 말 (Feat. 나비),['GN0100'],['정키'],None
8429,6677,387013,387013,['GN0101'],20140529,EMOTION,2258502,[570731],거울 (Feat. 선우정아),['GN0100'],['정키'],None
8430,15535,559870,559870,"['GN0401', 'GN0403']",20151026,EMOTION,2646544,"[907217, 623812]",EMOTION,['GN0400'],"['dress', 'Lydia Paek']",None
8433,6678,671830,671830,"['GN0401', 'GN2502', 'GN0403', 'GN2501']",20140603,RISE,2259140,[247621],"눈, 코, 입","['GN0400', 'GN2500']",['태양'],None
8435,16675,240003,240003,"['GN0401', 'GN2502', 'GN2501', 'GN0402']",20140603,RISE,2259140,[247621],새벽한시 (1AM),"['GN0400', 'GN2500']",['태양'],None
8436,6680,270916,270916,"['GN0303', 'GN0301']",20140613,파급효과 (Ripple Effect),2260672,"[236970, 585492, 487865, 27652]",소문,['GN0300'],"['스윙스', '기리보이', '그냥노창', 'BILL STAX (빌스택스)']",None
8437,6681,684448,684448,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20140619,런던행,2261567,[103486],You Know I Love You,"['GN0500', 'GN0600']",['피터팬 컴플렉스'],None
8438,6682,385310,385310,['GN0901'],20140702,It`s So Hard To Say Goodbye To Yesterday,2263921,[50775],It`s So Hard To Say Goodbye To Yesterday,['GN0900'],['Jason Mraz'],None
8439,6683,281290,281290,"['GN0805', 'GN0105', 'GN0801']",20140904,유승우,2266186,[699637],밤이 아까워서 (Clean Ver.),"['GN0100', 'GN0800']",['유승우'],None
8440,6685,342803,342803,['GN0101'],20140723,이 밤,2268815,[779289],이 밤,['GN0100'],['케미 (Kemi)'],None
8441,6686,487074,487074,"['GN2601', 'GN0509', 'GN2603', 'GN0504', 'GN0501']",20101020,tender,1039354,[32221],놓아줘 (Feat. 조원선),"['GN0500', 'GN2600']",['캐스커'],None
8442,6687,416676,416676,"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20101020,tender,1039354,[32221],Hidden,"['GN0500', 'GN2600']",['캐스커'],None
8443,6711,578311,578311,"['GN2601', 'GN0509', 'GN2603', 'GN0504', 'GN0501']",20101020,tender,1039354,[32221],꼭 이만큼만,"['GN0500', 'GN2600']",['캐스커'],None
8444,6712,499660,499660,"['GN2601', 'GN0509', 'GN2603', 'GN0504', 'GN0501']",20101020,tender,1039354,[32221],물고기,"['GN0500', 'GN2600']",['캐스커'],None
8445,11321,71212,71212,['GN2601'],20101020,tender,1039354,[32221],네게 간다 (Piano Ver.),['GN2600'],['캐스커'],None
8446,6688,466278,466278,"['GN0105', 'GN0101']",20120619,Parallax,2127054,[1099],You Don`t Know Me (With 이이언),['GN0100'],['박정현'],None
8448,6696,76415,76415,"['GN0508', 'GN0501', 'GN0502', 'GN0801', 'GN0804']",20090521,끈,569251,[12307],멜로디로 남아 (Feat. 김종완 From 넬),"['GN0500', 'GN0800']",['한희정'],None
8449,6697,106366,106366,['GN0901'],20090707,One Of The Boys (New Edition),601254,[203132],I`m Still Breathing,['GN0900'],['Katy Perry'],None
8450,6698,405056,405056,"['GN1013', 'GN1001']",20090602,Sunny Side Up,605551,[205712],Candy,['GN1000'],['Paolo Nutini'],None
8452,6700,382953,382953,"['GN1402', 'GN1401', 'GN1407']",20081010,Monday`s Ghost,618976,[424142],Walzer Fur Niemand,['GN1400'],['Sophie Hunger'],None
8454,6702,579013,579013,['GN0601'],20090723,"결코 끝나지 않을 우리들의 이야기: Hommage To Moonrise, Pastelmusic Presents",614755,[2925],다시 비가 내리네,['GN0600'],['토마스쿡 (thomascook)'],None
8456,7491,42119,42119,['GN0601'],20090723,"결코 끝나지 않을 우리들의 이야기: Hommage To Moonrise, Pastelmusic Presents",614755,[101143],나 지금,['GN0600'],['마이 앤트 메리'],None
8457,19080,427182,427182,['GN0601'],20090723,"결코 끝나지 않을 우리들의 이야기: Hommage To Moonrise, Pastelmusic Presents",614755,[181716],"고백 (Feat. 이진우, 조예진 From 루싸이트 토끼)",['GN0600'],['에피톤 프로젝트'],None
8458,6704,449207,449207,"['GN0104', 'GN0101']",20090904,사랑 참 어렵다 (이승철 10th 리패키지),652251,[1010],듣고있나요,['GN0100'],['이승철'],None
8459,6705,358168,358168,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20130129,난 자꾸 말을 더듬고 잠드는 법도 잊었네 (리마스터 버전),2173792,[490940],이유,"['GN0500', 'GN0600']",['쏜애플 (THORNAPPLE)'],None
8460,6706,187622,187622,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20130417,Puzzle,2181952,[184730],기침,"['GN0500', 'GN0600']",['타루'],None
8461,6708,353350,353350,"['GN0601', 'GN0606']",20130425,Viva Primavera,2182969,[454254],약국에가면,['GN0600'],['딕펑스 (DICKPUNKS)'],None
8462,9745,579728,579728,"['GN0601', 'GN0606']",20130425,Viva Primavera,2182969,[454254],VIVA청춘,['GN0600'],['딕펑스 (DICKPUNKS)'],None
8463,14121,51682,51682,"['GN0601', 'GN0606']",20130425,Viva Primavera,2182969,[454254],난시,['GN0600'],['딕펑스 (DICKPUNKS)'],None
8464,6709,366013,366013,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20101006,잔혹한 여행,1032958,[12307],잔혹한 여행,"['GN0500', 'GN0800']",['한희정'],None
8465,19175,416144,416144,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20101006,잔혹한 여행,1032958,[12307],어느 가을,"['GN0500', 'GN0800']",['한희정'],None
8466,6713,529942,529942,"['GN0508', 'GN0501', 'GN0601', 'GN0503', 'GN0605']",20091119,Nine Days Or A Million,719176,[100397],깊은 밤 안개 속,"['GN0500', 'GN0600']",['3호선 버터플라이'],None
8468,6715,680374,680374,"['GN1013', 'GN1001']",20091110,Hopes and Fears (Deluxe Edition),719852,[108802],We Might As Well Be Strangers,['GN1000'],['Keane'],None
8469,6716,535678,535678,['GN0201'],20091201,Sad Freedom,729754,[1130],No Love No More,['GN0200'],['박진영'],None
8470,6719,436296,436296,"['GN2502', 'GN0601', 'GN2501', 'GN0606']",20100114,Bluetory,768154,[450801],그럴 겁니다... 잊을 겁니다...,"['GN2500', 'GN0600']",['CNBLUE (씨엔블루)'],None
8471,10810,175300,175300,"['GN2502', 'GN0601', 'GN2501', 'GN0606']",20100114,Bluetory,768154,[450801],외톨이야,"['GN2500', 'GN0600']",['CNBLUE (씨엔블루)'],None
8472,6721,349994,349994,"['GN0302', 'GN0301']",20050305,XSLP,301197,[7520],우리가 정말 사랑했을까,['GN0300'],['UMC/UW'],None
8479,6728,205524,205524,"['GN0601', 'GN0605']",20051001,Radio Killed The Video Star,308335,[160324],Love to be,['GN0600'],['필베이'],None
8481,6730,245514,245514,"['GN0104', 'GN0101']",20051024,Ma Non Tanto,309042,[1055],사랑이 지나가면,['GN0100'],['이은미'],None
8483,6731,447054,447054,"['GN1701', 'GN1703']",0,Nouveau Son,310676,[160168],It Was Shiraz (이별의 그늘) (Vocal By 신예원),['GN1700'],['누보송'],None
8485,18778,513217,513217,"['GN1701', 'GN1703']",0,Nouveau Son,310676,[160168],Love Has Gone Away (난 행복해) (Vocal By Oe),['GN1700'],['누보송'],None
8486,6733,45186,45186,"['GN0104', 'GN0101']",20060207,4 Season Story,313320,[5675],마주치지 말자,['GN0100'],['장혜진'],None
8487,12285,110013,110013,"['GN0104', 'GN0101']",20060207,4 Season Story,313320,[5675],왜 나만 아프죠,['GN0100'],['장혜진'],None
8489,6734,479729,479729,"['GN0401', 'GN0403']",20060725,The Ray`s Rainbow,321652,[192712],청소,['GN0400'],['THERAY'],None
8491,19574,106981,106981,"['GN0401', 'GN0403']",20060725,The Ray`s Rainbow,321652,[192712],가슴소리,['GN0400'],['THERAY'],None
8492,6736,291130,291130,"['GN0105', 'GN0101']",20141118,Da Capo,2291053,[100014],언제나 타인 (With 선우정아),['GN0100'],['토이'],None
8493,19955,276418,276418,"['GN0105', 'GN0101']",20141118,Da Capo,2291053,[100014],그녀가 말했다 (With 권진아),['GN0100'],['토이'],None
8494,6737,74782,74782,['GN0101'],20060914,The Story Of Musicians - 옛사랑,326254,"[923, 6229, 1037, 20379]",그녀의 웃음소리 뿐 (Feat. 하림),['GN0100'],"['윤도현', '전인권', '박완규', 'JK 김동욱']",None
8495,14843,232491,232491,['GN0101'],20060914,The Story Of Musicians - 옛사랑,326254,[107725],애수,['GN0100'],['클래지콰이'],None
8496,6744,480570,480570,"['GN0508', 'GN0501', 'GN0601', 'GN0503', 'GN0605']",20061127,B TL B TL,334318,[169796],상실,"['GN0500', 'GN0600']",['어른아이'],None
8497,19882,539071,539071,"['GN0508', 'GN0501', 'GN0601', 'GN0503', 'GN0605']",20061127,B TL B TL,334318,[169796],Sad Thing,"['GN0500', 'GN0600']",['어른아이'],None
8498,6745,625229,625229,"['GN0508', 'GN0501', 'GN2603', 'GN0504', 'GN2601']",20061212,1229,335652,[181716],"편린 일지라도, 내 잃어 버린 기억","['GN0500', 'GN2600']",['에피톤 프로젝트'],None
8499,6746,663401,663401,"['GN0104', 'GN0101']",20070216,동화 (冬話) (Repackage),345350,[214784],나만의 슬픔,['GN0100'],['이수 (엠씨더맥스)'],None
8500,6747,302937,302937,"['GN0601', 'GN0605']",20011102,Friday Morning,4544,[101224],일기,['GN0600'],['캔디맨'],None
8503,6751,63861,63861,"['GN1003', 'GN1013', 'GN1001']",20021029,Nirvana,26637,[104355],You Know You`re Right (Album Ver.),['GN1000'],['Nirvana'],None
8504,15160,524726,524726,['GN0901'],20170203,Nirvana,4183949,[914617],Nirvana,['GN0900'],['Ryder'],None
8505,6752,523245,523245,"['GN0601', 'GN0605']",20030425,Florist,31191,[106718],너의 앞길에 햇살만 가득하길,['GN0600'],['러브홀릭'],None
8506,16746,64426,64426,"['GN0601', 'GN0605']",20030425,Florist,31191,[106718],Loveholic,['GN0600'],['러브홀릭'],None
8508,17648,439598,439598,"['GN0601', 'GN0605']",20030425,Florist,31191,[106718],놀러와,['GN0600'],['러브홀릭'],None
8509,6753,370102,370102,['GN0101'],20120216,나무가 되는 꿈,2081172,[1121],사랑하지 않아,['GN0100'],['박지윤'],None
8510,6754,32557,32557,"['GN0105', 'GN0101']",20120222,Knock,2083726,[28772],그 노래,['GN0100'],['존박'],None
8514,6755,316617,316617,"['GN0501', 'GN0503', 'GN0504', 'GN0509', 'GN2601', 'GN2603', 'GN0601']",20120308,O[ou],2090607,[103486],감정을 삼키고,"['GN0500', 'GN2600', 'GN0600']",['피터팬 컴플렉스'],None
8516,6757,345885,345885,"['GN0303', 'GN0301']",20120315,울다 웃다 미치다,2093437,[499560],울다 웃다 미치다 (Feat. 디아나),['GN0300'],['BNR'],None
8517,6758,606436,606436,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20120320,소년이 어른이 되어,2094995,[177517],더는 사랑노래 못 쓰겠다,"['GN0500', 'GN0600']",['몽니'],None
8518,17074,688472,688472,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20120320,소년이 어른이 되어,2094995,[177517],소년이 어른이 되어,"['GN0500', 'GN0600']",['몽니'],None
8519,6761,405542,405542,"['GN0303', 'GN0301']",20120404,Primary And The Messengers Part 2,2104466,[35682],멀어 (Feat. Beenzino),['GN0300'],['프라이머리'],None
8520,6762,397409,397409,"['GN0601', 'GN0606']",20120410,Slip Away,2108570,[101094],"그리고, 남겨진 것들",['GN0600'],['넬 (NELL)'],None
8522,6764,675675,675675,"['GN0601', 'GN0606']",20120410,Slip Away,2108570,[101094],Standing In The Rain,['GN0600'],['넬 (NELL)'],None
8524,6766,497754,497754,"['GN0105', 'GN0101']",20120420,돈스파이크 Presents Vol.3,2113626,[6017],인기없던노래,['GN0100'],['김연우'],None
8525,6767,672536,672536,"['GN0105', 'GN0101']",20120502,2012 월간 윤종신 5월호,2120087,"[1099, 437]",도착,['GN0100'],"['박정현', '윤종신']",None
8527,6769,242623,242623,"['GN0601', 'GN0606']",20120515,사랑한다면서,2123923,[561051],사랑한다면서,['GN0600'],['김필'],None
8528,6770,507281,507281,"['GN0303', 'GN0301']",20100729,Love Actually,979354,[14490],넌 나를 왜 (Feat. 정엽 Of Brown Eyed Soul),['GN0300'],['길미'],None
8531,6773,339004,339004,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20100805,Take The Air,989763,[231072],사라지지 말아요,"['GN0500', 'GN0600']",['디어클라우드'],None
8533,14157,458939,458939,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20100805,Take The Air,989763,[231072],무너져,"['GN0500', 'GN0600']",['디어클라우드'],None
8534,6775,40728,40728,['GN0101'],20100804,Dear,990359,[404720],Dear,['GN0100'],['Mad Soul Child'],None
8535,8189,479944,479944,"['GN0501', 'GN0101', 'GN0506', 'GN0509']",20171103,Dear,10108828,[1703188],To. 첫사랑,"['GN0500', 'GN0100']",['마인드유'],None
8536,6776,325022,325022,"['GN0601', 'GN0606']",20100930,사랑,1030216,[1088],매듭,['GN0600'],['이적'],None
8537,9414,60161,60161,['GN0101'],20021218,사랑,25653,[4140],가슴앓이,['GN0100'],['지영선'],None
8538,17727,172358,172358,"['GN0601', 'GN0606']",20100930,사랑,1030216,[1088],그대랑,['GN0600'],['이적'],None
8539,6777,22737,22737,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20120516,사랑 아니었나,2124077,[570302],사랑 아니었나,"['GN0500', 'GN0600']",['프롬'],None
8541,17079,415764,415764,"['GN0105', 'GN0101']",20120517,ULALA SENSATION Part 2,2124268,[569214],다 쓰고 없다,['GN0100'],['울랄라세션'],None
8542,6779,281694,281694,"['GN0105', 'GN0101']",20120530,이를테면 헤어짐 같은,2125452,[4353],이를테면 헤어짐 같은,['GN0100'],['심현보'],None
8543,6780,46946,46946,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20120531,밥줄,2125591,[597711],독백,"['GN0500', 'GN0800']",['김거지'],None
8544,6783,122149,122149,"['GN0105', 'GN0101']",20120611,난 이렇게 살아,2126379,[2017],난 이렇게 살아,['GN0100'],['화요비'],None
8545,6784,35274,35274,"['GN0105', 'GN0101']",20120703,Supersonic,2126830,[203912],우린 달라졌을까 (With John Park),['GN0100'],['윤하 (YOUNHA)'],None
8546,6785,45686,45686,"['GN0105', 'GN0101']",20141013,If Only,2284618,[58979],If Only,['GN0100'],['나윤권'],None
8547,6786,126860,126860,"['GN0105', 'GN1501', 'GN0101', 'GN1504']",20100216,산부인과 OST (Part 2),801955,[175139],사랑까진 안돼요,"['GN1500', 'GN0100']",['케이윌'],None
8548,6788,63810,63810,"['GN0303', 'GN0301']",20100309,Epilogue,821151,[108356],Wordkill,['GN0300'],['에픽하이 (EPIK HIGH)'],None
8549,10609,99549,99549,"['GN0401', 'GN0509', 'GN0501']",20190415,Epilogue,10273617,[2639278],Epilogue (feat.Meego),"['GN0500', 'GN0400']",['TAPEDECK'],None
8550,6789,367013,367013,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20100420,Guckkasten,863451,[311166],Vitriol,"['GN0500', 'GN0600']",['국카스텐'],None
8551,6790,319966,319966,"['GN0105', 'GN0101']",20100513,I Am Me,879453,[108951],1초 2초,['GN0100'],['럼블피쉬'],None
8552,6792,517159,517159,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20100604,Midnight Cinderella,913352,[422340],이 밤이 지나면 (Unfeeling Kiss) (Remaster Ver.),"['GN0500', 'GN0600']",['로맨틱 펀치'],None
8554,17724,83593,83593,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20100604,Midnight Cinderella,913352,[422340],눈치채 줄래요 (Didn`t You know),"['GN0500', 'GN0600']",['로맨틱 펀치'],None
8555,6794,488113,488113,"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20100610,Altered Surface,918853,[217908],On&On,"['GN0500', 'GN2600']",['써드코스트'],None
8558,6797,420145,420145,"['GN0509', 'GN0601', 'GN0503', 'GN0606', 'GN0501']",20100614,This Moment,921455,[177517],나를 떠나가던,"['GN0500', 'GN0600']",['몽니'],None
8560,9637,12557,12557,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20100614,This Moment,921455,[177517],그대와 함께,"['GN0500', 'GN0600']",['몽니'],None
8562,13983,497586,497586,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20100614,This Moment,921455,[177517],울지말아요,"['GN0500', 'GN0600']",['몽니'],None
8563,6799,490611,490611,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20100611,세번째 병풍 - 공기로 만든 노래 (Words From The Breath),922559,[20199],벌써 잊었나,"['GN0500', 'GN0800']",['이아립'],None
8565,19867,662169,662169,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20100611,세번째 병풍 - 공기로 만든 노래 (Words From The Breath),922559,[20199],꿈의 발란스,"['GN0500', 'GN0800']",['이아립'],None
8566,19877,570836,570836,"['GN0805', 'GN0501', 'GN0502', 'GN0801', 'GN0509']",20100611,세번째 병풍 - 공기로 만든 노래 (Words From The Breath),922559,[20199],이름 없는 거리 이름 없는 우리,"['GN0500', 'GN0800']",['이아립'],None
8567,6801,120159,120159,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20100615,Wonderland,924553,[197928],그런 너,"['GN0500', 'GN0600']",['짙은'],None
8568,10320,146848,146848,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20100615,Wonderland,924553,[197928],Feel Alright,"['GN0500', 'GN0600']",['짙은'],None
8569,6802,412405,412405,"['GN2601', 'GN0509', 'GN2603', 'GN0504', 'GN0501']",20121025,여정,2162268,[32221],나쁘게,"['GN0500', 'GN2600']",['캐스커'],None
8570,6803,350865,350865,"['GN2601', 'GN0509', 'GN2603', 'GN0504', 'GN0501']",20121025,여정,2162268,[32221],천 개의 태양,"['GN0500', 'GN2600']",['캐스커'],None
8573,6805,79472,79472,"['GN0105', 'GN0101']",20121028,`나는 가수다 2` 10월의 가수전,2164966,[39256],그 날들 (원곡가수 고 김광석),['GN0100'],['J.Lee'],None
8574,6806,517393,517393,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20121030,우리 이렇게,2165093,[205707],우리 이렇게,"['GN0500', 'GN0600']",['슈가볼'],None
8575,6807,532677,532677,"['GN0501', 'GN0601', 'GN0503', 'GN0606', 'GN0509']",20121105,너클볼 컴플렉스,2165702,[108165],그리운 그 이름,"['GN0500', 'GN0600']",['달빛요정 역전만루홈런'],None
8576,6809,222395,222395,"['GN0105', 'GN0101']",20121108,Cafe De Siaena,2166201,[710576],빗소리가,['GN0100'],['시애나'],None
8577,6810,699360,699360,"['GN0105', 'GN0101']",20121108,NOSTALGIA,2166206,[27033],추억 그리고..,['GN0100'],['별'],None
8578,17093,620618,620618,"['GN0105', 'GN0101']",20121108,NOSTALGIA,2166206,[27033],나빠,['GN0100'],['별'],None
8579,6811,151776,151776,"['GN0105', 'GN0101']",20121111,`나는 가수다 2` The Last 서바이벌 11월의 가수전,2166526,[39256],그대는 모릅니다 (원곡가수 이승환),['GN0100'],['J.Lee'],None
8580,6812,459389,459389,"['GN0105', 'GN0101']",20121116,Ten Years After : 6th Single (10 Anniversary Pastel Music),2167160,[20011],"어쩔수 없다고 내게 말하지만, 어쩔수 없다면 내게 말하지마! (Original Song 어른아이)",['GN0100'],['이진우'],None
8581,6813,74131,74131,"['GN0601', 'GN0606']",20121121,숨바꼭질,2167610,"[174552, 230490]",숨바꼭질,['GN0600'],"['한효주', '브로콜리너마저']",None
8582,6814,21196,21196,"['GN0908', 'GN0901']",20121012,a very merry perri christmas (extra presents),2167791,[542102],something about december,['GN0900'],['Christina Perri'],None
8583,6815,617146,617146,"['GN0105', 'GN0101']",20121122,숲,2167822,[58793],숲,['GN0100'],['이승기'],None
8585,9780,370470,370470,"['GN0105', 'GN0101']",20121122,숲,2167822,[58793],되돌리다,['GN0100'],['이승기'],None
8587,6817,571231,571231,"['GN0105', 'GN0101']",20121126,Love Is Act.,2167982,[429782],근데 (Vocal By 진구),['GN0100'],['드라마틱스'],None
